MAK	HER	WHK	BLF	WPF	SUF	WIF	WTF	FOU	HAL	PLA	FLA	BFT	TUN	BIL	MPF	BUT	BPF	ANC	GOO	MEN	FDE	COD	SHK	OHK	POL	RHK	BSB	SCU	TYL	RED	OPT	SAL	DRM	STB	TAU	WOL	SDF	FDF	HAD	YTF	DOG	SMO	SSH	DSH	BLS	POR	PSH	WSK	LSK	SK	SB	PIN	REP	RWH	BWH	SWH	TWH	INV	LSQ	ISQ	SCA	QHG	CLA	BFF	BG	LOB	RCB	BMS	NSH	OSH	ZL	BD	MA	MB	SG	BC	ZG	PL	DF	PS	ZM	ZS	PB	BB	BO	DL	DR	DC	DLsed	DRsed	DCsed
0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.045	0	0	0	0.1052546	0.08	0.09	0.0493747	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0
pPREY2RHK1	xx																																																																																										
0.08	0.025	0	0.005	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0.065	0.135	0.0335	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0	0	0	0	0	0.08	0.08	0.2	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.004	0.045	0	0	0	0.1	0.08	0.08	0.2965613	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2RHK2	xx																																																																																										
0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.045	0	0	0	0.1052546	0.08	0.09	0.2965613	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BSB1	xx																																																																																										
0.06	0.04	0	0	0.21	0.21	0.21	0.21	0.21	0	0.21	0.21	0	0	0	0.03	0.03	0.2	0.2	0	0.03	0.03	0.015	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0	0.0625	0.0625	0.0625	0.0625	0.0625	0.0625	0.05	0.13	0	0	0	0	0	0	0	0.15	0.1	0.135	0	0	0	0	0	0	0	0.1	0.09	0.005	0	0	0	0.1	0.08	0.08	0.0493747	0.0493747	0.045	0.03	0.19	0.045	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BSB2	xx																																																																																										
0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.005	0	0	0	0.1052546	0.08	0.09	0.0493747	0.0493747	0.045	0.03	0.19	0.045	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BSB1	xx																																																																																										
0.08	0.05	0	0.005	0.275	0.275	0.275	0.275	0.275	0	0.275	0.275	0	0	0	0.03	0.03	0.03	0.03	0	0.065	0.065	0.007	0.0335	0.0335	0.0335	0.0335	0.0335	0.0335	0.0335	0.0335	0.0335	0	0.0335	0.0335	0.0335	0.0335	0.0335	0.0335	0.2	0.045	0	0	0	0	0	0	0	0.15	0.0015	0.135	0	0	0	0	0	0	0	0.1	0.09	0.004	0	0	0	0.1	0.08	0.08	0.2965613	0.2965613	0.045	0.03	0.19	0.045	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BSB2	xx																																																																																										
0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.004	0	0	0	0.1052546	0.08	0.09	0.2965613	0.2965613	0.045	0.03	0.19	0.045	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1SCU1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0.1	0.12	0.045	0.105	0	0	1.05E-07	0.09	0.03	0.045	0.015	0	0	0	0	0.135	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0
pPREY1SCU2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.105	0	0	1.05E-07	0.09	0.03	0.045	0.015	0	0	0	0	0.135	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0
pPREY2SCU1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0.1	0.12	0.045	0.105	0	0	1.05E-07	0.1	0.1	0.045	0.015	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2SCU2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.105	0	0	1.05E-07	0.1	0.1	0.045	0.015	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1TYL1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0	0	0	0.1	0.08	0.08	0.0493747	0.0493747	0.0493747	0.0493747	0.19	0.075	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1TYL2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0	0	0	0.1052546	0.08	0.09	0.0493747	0.0493747	0.0493747	0.0493747	0.19	0.075	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2TYL1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0	0	0	0.1	0.08	0.08	0.2965613	0.2965613	0.2965613	0.2965613	0.19	0.075	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2TYL2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0	0	0	0.1052546	0.08	0.09	0.2965613	0.2965613	0.2965613	0.2965613	0.19	0.075	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1RED1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0.135	0.08	0.0493747	0.0493747	0.1	0.1	0.1	0.1	0	0	0	0.05	0.045	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0
pPREY1RED2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1052546	0.135	0.09	0.0493747	0.0493747	0.1	0.1	0.1	0.1	0	0	0	0.05	0.045	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0
pPREY2RED1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0.135	0.08	0.2965613	0.2965613	0.1	0.1	0.1	0.1	0	0	0	0.1	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2RED2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1052546	0.135	0.09	0.2965613	0.2965613	0.1	0.1	0.1	0.1	0	0	0	0.05	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1OPT1	xx																																																																																										
0.09	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.03	0.03	0.03	0	0.045	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.075	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.0075	0.0075	0	0	0	0.15	0.12	0.08	0.12	0.12	0.075	0.075	0.03	0.105	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1OPT2	xx																																																																																										
0.09	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.03	0.03	0.03	0	0.045	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.075	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.0075	0.0075	0	0	0	0.15	0.12	0.09	0.12	0.12	0.075	0.075	0.03	0.105	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2OPT1	xx																																																																																										
0.09	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.2	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.0075	0.0075	0	0	0	0.15	0.12	0.08	0.12	0.12	0.075	0.075	0.03	0.105	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2OPT2	xx																																																																																										
0.09	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.045	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.0075	0.0075	0	0	0	0.15	0.12	0.09	0.12	0.12	0.075	0.075	0.03	0.105	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1SAL1	xx																																																																																										
0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.03	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.005	0	0	0	0	0	0	0	0	0.075	0.06	0.1	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
pPREY1SAL2	xx																																																																																										
0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.03	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.005	0	0	0	0	0	0	0	0	0.075	0.06	0.1	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
pPREY2SAL1	xx																																																																																										
0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.004	0	0	0	0	0	0	0	0	0.075	0.06	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2SAL2	xx																																																																																										
0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.004	0	0	0	0	0	0	0	0	0.075	0.06	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1DRM1	xx																																																																																										
0.06	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0.03	0	0	0	0	0	0	0.15	0	0	0	0	0.15	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.005	3.00E-05	0.1	0.06	0.105	0.08	0.08	0.0493747	0.06	0.06	0.045	0.19	0.09	0	0	0	0.05	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1DRM2	xx																																																																																										
0.06	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0.09	0	0	0	0	0.09	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.005	3.00E-05	0.1052546	0.06	0.1052546	0.08	0.09	0.0493747	0.06	0.06	0.045	0.19	0.09	0	0	0	0.05	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2DRM1	xx																																																																																										
0.08	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0.065	0	0	0	0	0	0	0.08	0	0	0	0	0.08	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.004	3.00E-05	0.1	0.06	0.105	0.08	0.08	0.2965613	0.06	0.06	0.045	0.19	0.09	0	0	0	0.1	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2DRM2	xx																																																																																										
0.08	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0.2	0	0	0	0	0.2	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.004	3.00E-05	0.1052546	0.06	0.1052546	0.08	0.09	0.2965613	0.06	0.06	0.045	0.19	0.09	0	0	0	0.05	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1STB1	xx																																																																																										
0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0.03	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.005	0.005	0	0.1	0.1	0.1	0.08	0	0.0493747	0.0493747	0.09	0.03	0.19	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1STB2	xx																																																																																										
0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.005	0.005	0	0.1052546	0.1052546	0.1052546	0.08	0	0.0493747	0.0493747	0.09	0.03	0.19	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2STB1	xx																																																																																										
0	0.105	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0.065	0	0	0	0	0	0	0.08	0	0	0	0	0	0.08	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.004	0.004	0	0.1	0.1	0.1	0.08	0.08	0.2965613	0.2965613	0.09	0.03	0.19	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2STB2	xx																																																																																										
0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.004	0.004	0	0.1052546	0.1052546	0.1052546	0.08	0	0.2965613	0.2965613	0.09	0.03	0.19	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1TAU1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0.075	0.1	0.1	0.03	0.08	0.08	0.0493747	0.0493747	0.0493747	0.0493747	0.19	0.045	0	0	0	0.05	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1TAU2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.005	0.075	0.1052546	0.1052546	0.03	0.08	0.09	0.0493747	0.0493747	0.0493747	0.0493747	0.19	0.045	0	0	0	0.05	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2TAU1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0.075	0.1	0.1	0.03	0.08	0.08	0.2965613	0.2965613	0.2965613	0.2965613	0.19	0.045	0	0	0	0.1	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2TAU2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0.075	0.1052546	0.1052546	0.03	0.08	0.09	0.2965613	0.2965613	0.2965613	0.2965613	0.19	0.045	0	0	0	0.05	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1WOL1	xx																																																																																										
0.06	0.04	0	0.07	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0	0	0	0.1	0.03	0.2	0.2	0.12	0.03	0.03	0.015	0.0625	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.05	0.13	0.035	0	0	0	0	0	0	0.15	0.1	0.1	0	0	0	0	0	0	0	0.1	0.005	0.005	0.03	0.1	0.1	0.105	0.08	0.08	0.0493747	0.0493747	0.03	0	0.19	0.015	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1WOL2	xx																																																																																										
0.06	0.04	0	0.035	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0.1	0.03	0.2	0.2	0.12	0.25	0.25	0.02	0.0625	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.05	0.13	0.035	0	0	0	0	0	0	0.15	0.015	0.015	0	0	0	0	0	0	0	0.1	0.005	0.005	0.03	0.1052546	0.1052546	0.1052546	0.08	0.09	0.0493747	0.0493747	0.03	0	0.19	0.015	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2WOL1	xx																																																																																										
0.08	0.025	0	0.005	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0	0	0	0.2	0.03	0.03	0.03	0.09	0.065	0.065	0.007	0.0335	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.2	0.045	4.00E-05	0	0	0	0	0	0	0.15	0.0015	0.0015	0	0	0	0	0	0	0	0.1	0.004	0.004	0.03	0.1	0.1	0.105	0.08	0.08	0.2965613	0.2965613	0.03	0	0.19	0.015	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2WOL2	xx																																																																																										
0.08	0.025	0	0.015	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0.275	0	0	0	0.2	0.03	0.03	0.03	0.09	0.25	0.25	0.006375	0.036	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.1	0.045	4.00E-05	0	0	0	0	0	0	0.15	0.0015	0.0015	0	0	0	0	0	0	0	0.1	0.004	0.004	0.03	0.1052546	0.1052546	0.1052546	0.08	0.09	0.2965613	0.2965613	0.03	0	0.19	0.015	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1SDF1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0.1	0.12	0.045	0.105	0	0	1.05E-07	0.09	0.03	0.045	0.015	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1SDF2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.105	0	0	1.05E-07	0.09	0.03	0.045	0.015	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2SDF1	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0.1	0.12	0.045	0.105	0	0	1.05E-07	0.1	0.1	0.045	0.015	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2SDF2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.105	0	0	1.05E-07	0.1	0.1	0.045	0.015	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1FDF1	xx																																																																																										
0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.03	0.2	0.2	0	0.03	0.03	0	0	0	0	0	0	0.15	0	0	0	0	0.15	0	0.15	0	0.15	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.005	0	0.1	0.15	0.1	0.08	0.08	0.0493747	0.0493747	0.045	0.06	0.03	0.06	0	0	0	0	0.06	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0
pPREY1FDF2	xx																																																																																										
0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.005	0	0.1052546	0.15	0.1052546	0.08	0.09	0.0493747	0.0493747	0.045	0.06	0.03	0.06	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2FDF1	xx																																																																																										
0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.03	0.03	0.03	0	0.065	0.065	0	0	0	0	0	0	0.08	0	0	0	0	0.08	0	0.08	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.004	0	0.1	0.15	0.1	0.08	0.08	0.2965613	0.2965613	0.045	0.06	0.03	0.06	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2FDF2	xx																																																																																										
0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.004	0	0.1052546	0.15	0.1052546	0.08	0.09	0.2965613	0.2965613	0.045	0.06	0.03	0.06	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1HAD1	xx																																																																																										
0.13	0.105	0	0	0.045	0.0393	0.15	0.0393	0.0393	0.0393	0.0393	0.0393	0	0	0	0.03	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0	0	0.045	0.15	0	0	0	0.045	0.03	0.045	0.06	0	0	0	0.05	0.105	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0
pPREY1HAD2	xx																																																																																										
0.13	0.105	0	0	0.045	0.045	0.15	0.045	0.045	0.045	0.045	0.045	0	0	0	0.03	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0	0	0	0.045	0.15	0	0	0	0.045	0.03	0.045	0.06	0	0	0	0.05	0.105	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0
pPREY2HAD1	xx																																																																																										
